file;sent_id;source;cue;content;polarity;sent_text;negation;certainty;negation_NLTK;group;centroid
SELF_20170611T091338;40;experts ;urge ;to talk to your child âs pediatrician about your fears ;negative;If you have concerns about vaccinating your children , experts urge you to talk to your child ’s pediatrician about your fears .;Confirm;certain;Confirm;13;to get their children vaccinated 
SELF_20170611T091338;47;you ;think ;your point must have gotten across ;negative;It 's not enough to have facts on your side , and it 's not enough to argue about those facts until you think your point must have gotten across .;Confirm;certain;Deny;2;others for every little thing 
Science-2-0_20170620T174043;9;they ;believe ;in evolution ;negative;No one is dying if they do n't believe in evolution .;Confirm;certain;Deny;3;it was like I was a completely different baby afterwards 
Science-2-0_20170620T174043;10;the left ;denying ;science about things that will kill people ;positive;But the left is way ahead in denying science about things that will kill people ;;;;;
Science-2-0_20170620T174043;18;They ;propose ;a solution to the epidemic they created ;positive;They invent an epidemic , misuse how a common test works ( 2 ) , and then propose a solution to the epidemic they created , which just happened to be what these well-funded groups are against .;Confirm;uncertain;Confirm;6;the quick response prevented the outbreak from getting worse 
Science-2-0_20170620T174043;19;he ;claimed ;the vaccines he wanted to compete with gave them autism ;positive;"And note the circular self-citation of their fellow lunatic : Then they endorse "" Vaxxed "" , the movie about a known fraud who was trying to sell a vaccine of his own , so he cherry-picked some kids and claimed the vaccines he wanted to compete with gave them autism .";Confirm;certain;Confirm;1;vaccines can cause autism 
Science-2-0_20170620T174043;21;they ;believe ;you can prevent and reverse cancer with organic food ;negative;Yes , you can prevent and reverse cancer with organic food , they believe .;Confirm;uncertain;Confirm;1;vaccines can cause autism 
Science-2-0_20170620T174043;28;that ;remembers ;the password to the Twitter account ;negative;That was not some just some dopey unpaid intern who is the only with that remembers the password to the Twitter account .;Confirm;certain;Deny;4;the questions citizens of the world should be asking 
Science-Based-Medicine_20170701T065108;4;I ;decide ;to write about something from earlier in the week ;negative;Another advantage is that , if I do decide to write about something from earlier in the week , I have the advantage of time to think .;Confirm;certain;Confirm;2;others for every little thing 
Science-Based-Medicine_20170701T065108;8;I ;say ;â not surprisingly â ;negative;I say “ not surprisingly ” because it ’s been well-publicized over the last few years that there are pockets of low vaccine uptake and high personal belief exemptions in California , complete with measles and pertussis outbreaks .;Deny;certain;Deny;12;the latter seemed more like a common cold 
Science-Based-Medicine_20170701T065108;21;Other sources ;reporting ;that the total had reached 17 ;positive;Late Thursday the health department reported : Other sources were reporting that the total had reached 17 .;Confirm;certain;Confirm;7;that there is no increased risk for these concerns 
Science-Based-Medicine_20170701T065108;26;Antivaccinationists ;crying ;â Most of the measles cases were vaccinated ! â ;positive;Antivaccinationists point to this , crying “ Most of the measles cases were vaccinated ! ”;Confirm;certain;Confirm;13;to get their children vaccinated 
Science-Based-Medicine_20170701T065108;37;I ;mentioned ;antivaccine and antivaccine-sympathetic physicians in southern California ;positive;Antivaccine pediatricians run I ’ve mentioned antivaccine and antivaccine-sympathetic physicians in southern California before .;Confirm;certain;Confirm;1;vaccines can cause autism 
Science-Based-Medicine_20170701T065108;43;the message ;boiled down to ;â I âm giving informed consent . â ;positive;Oh , and “ I ’m giving informed consent . ”;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
Science-Based-Medicine_20170701T065108;62;Dr. Bob ;heaped scorn ;on people âs concerns ;positive;A more accurate way of saying it would be that Dr. Bob heaped scorn on people ’s concerns , not just once but twice .;Confirm;certain;Deny;7;that there is no increased risk for these concerns 
Science-Based-Medicine_20170701T065108;63;he ;acknowledges ;the potential complications ;positive;Still , at least he acknowledges the potential complications , but even then he ca n’t resist downplaying their seriousness .;Confirm;certain;Confirm;7;that there is no increased risk for these concerns 
Science-Based-Medicine_20170701T065108;66;he ;acknowledges ;that the MMR is highly effective ;positive;I suppose it ’s a minor victory , though , that he acknowledges that the MMR is highly effective , particularly when multiple doses have been received , but one still ca n’t help but note that Dr. Bob had to harp on the fact based on information available at the time that one of the cases was fully vaccinated .;Confirm;certain;Confirm;1;vaccines can cause autism 
Science-Based-Medicine_20170701T065108;72;he ;saying ;he âs just letting the parents choose ;positive;Basically , like Dr. Bob , he washes his hands of the decision ( and therefore responsibility ) to vaccinate , justifying it by saying he ’s just letting the parents choose .;Confirm;certain;Confirm;13;to get their children vaccinated 
Science-Based-Medicine_20170701T065108;73;he ;states ;that vaccine cause autism ;positive;The problem is that he ’s “ letting them choose ” based on misinformed consent , in which his copious statements expressing “ concern ” about vaccines , invoking the “ toxins ” gambit , and likening vaccine manufacturers to tobacco companies , as he states unequivocally that vaccine cause autism .;Confirm;certain;Confirm;1;vaccines can cause autism 
Science-Based-Medicine_20170701T065108;82;they ;believe ;bad things about vaccines ;positive;If parents ’ pediatricians say or imply that vaccinating ( or vaccinating before a certain age ) is dangerous when it ’s not , the parents will likely believe it , particularly if they are predisposed to believe bad things about vaccines .;Confirm;certain;Deny;9;about his vaccines 
Science-Based-Medicine_20170701T065108;97;I ;realize ;that I âve already given away the punchline ;positive;I realize that I ’ve already given away the punchline , namely that this is yet another in a long line of studies that failed to find a link between vaccines ( in particular the MMR ) and autism or between thimerosal-containing vaccines and autism , but the journey to refuting antivaccine quackery with pseudoscience is more than half the pleasure .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
Science-News-for-Students_20160715T223017;9;Scientists ;announced ;that two candidate vaccines show promise ;positive;Scientists announced that two candidate vaccines show promise .;Confirm;certain;Confirm;9;about his vaccines 
Science-News-for-Students_20160715T223017;45;a Brazilian team ;shown ;that âs not the only risk to babies ;negative;Now , a Brazilian team has shown that ’s not the only risk to babies .;Deny;certain;Deny;7;that there is no increased risk for these concerns 
Science-News_20170517T164904;28;One scientist ;calls ;â simple and easy to manufacture . â ;negative;One scientist calls the approach “ simple and easy to manufacture . ”;Confirm;certain;Confirm;12;the latter seemed more like a common cold 
Science-News_20170517T164904;68;We ;knew ;the dengue 2 component was weaker ;positive;“ We knew the dengue 2 component was weaker , ” Durbin says .;Confirm;certain;Confirm;11;measles eradicated from the U.S. 
Science-News_20170517T164904;70;Challenge study ;said ;â yes . â ;positive;Challenge study said ‘ yes . ’ ”;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
Science-News_20170517T164904;95;Kalil ;says ;â Time is crucial , â ;positive;“ Time is crucial , ” Kalil says .;Confirm;certain;Confirm;2;others for every little thing 
Science-News_20170517T164904;99;we ;know ;it is safe ;negative;“ It ’s very basic , and we know it is safe , ” he says , because the virus is dead .;Confirm;certain;Confirm;13;to get their children vaccinated 
